start,goal,distance_km,dijkstra_nodes,astar_nodes,reduction_pct,dijkstra_time_ms,astar_time_ms,grid_angle_deg,costs_match
5706568625,1209796168,12.104595347347312,4483,1360,69.66317198304706,4.082700004801154,2.6144000003114343,7.954158357670622,True
42432722,42440729,16.138287916669068,3339,1320,60.467205750224615,3.542300000844989,4.117399999813642,7.044417767819397,True
42439207,42429474,15.97259369172785,4171,2595,37.78470390793574,5.466700000397395,8.186300001398195,9.250895551826886,True
42449627,42427190,0.8585476809962341,117,20,82.9059829059829,0.19240000256104395,0.06629999552387744,29.16998799739423,True
11942111840,42439557,3.810250895802426,1254,186,85.16746411483254,1.6923000002861954,0.6014000027789734,10.088926099755781,True
42438867,42422509,7.108460512809911,2934,1135,61.315610088616225,3.3313999956590123,2.3435999974026345,38.6482711977917,True
42429769,42429100,17.448462704074736,4355,2415,44.546498277841565,4.1984999988926575,6.039099993358832,11.832886973002985,True
42439498,42429661,9.858243674646586,3331,1176,64.69528670069049,3.93400000029942,2.7663999935612082,11.505830457079298,True
42427926,42448552,18.78573655107795,3653,1871,48.781823159047356,4.240900001605041,6.062799999199342,4.851850766329903,True
42429766,5145330172,2.296984454733042,896,131,85.37946428571428,1.12749999971129,0.331000002915971,21.6010297339177,True
42439994,42443426,5.610235544223941,2459,197,91.98861325742172,2.5232999978470616,0.48009999591158703,6.327066907204596,True
3270031028,42438288,9.144049986913085,3591,402,88.80534670008355,3.450100004556589,1.0132999959751032,3.5434867773338397,True
7908589044,42433243,17.884666022425627,4465,2561,42.6427771556551,5.236299999523908,6.654500000877306,11.571189972204934,True
2141026511,42440340,13.012453640887154,4369,910,79.17143511100939,5.101999995531514,3.746299997146707,4.693894019975318,True
2141026514,427840967,9.179611656447076,2806,596,78.75980042765502,3.413500002352521,1.4125999950920232,4.106363273631729,True
42436754,42430981,5.111526750458838,2376,626,73.65319865319866,2.36389999918174,1.2379999971017241,43.55077897977503,True
42431067,595314120,0.6240994017204369,61,8,86.88524590163934,0.06500000017695129,0.022100000933278352,15.436936720663311,True
42452951,589100267,5.999206533928091,2393,652,72.7538654408692,2.308199997060001,1.3107999984640628,16.833391239214706,True
486868873,1919595915,1.1663113168321886,338,68,79.88165680473372,0.5067000020062551,0.23630000214325264,22.57255474894623,True
42428936,42431113,3.5618534344624284,1040,41,96.0576923076923,1.4148999980534427,0.16029999824240804,0.23385653599413558,True
42429231,371337145,7.400120033977647,1003,167,83.34995014955135,1.7152000000351109,0.4571999961626716,16.924141064199915,True
42449683,42431868,6.05328717164433,2882,529,81.64469118667593,3.1430999952135608,1.1947000020882115,0.3551606140225658,True
42440804,42436807,16.34951413778184,4189,2537,39.43661971830986,5.184400004509371,9.979599999496713,8.928579930795308,True
42436753,7732571915,9.88091025962924,3661,1351,63.09751434034416,5.410699995991308,4.498700000112876,17.01556609774366,True
1061531695,42433821,6.099890780644726,2493,267,89.29001203369434,3.399000001081731,0.7492000004276633,11.110189895461701,True
